Technology,Tecnology or non Technolgy ,Predicted_label
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
uplink,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
frequency estimation,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
feedback control,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
channel assignment,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
frequency shift,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
numerical results,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
doppler frequency shift,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
base station antennas,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
broadcasting,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
signal receivers,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
training,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
orthogonal frequency division multiple access,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
frequency division multiplexing,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
ofdma,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
frequency shift keying,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
sub-carriers,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
mimo-ofdm,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
bipartite graphs,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
endpoint,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
geometry,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
sparse approximations,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
video streams,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
electric distortion,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
video streaming,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
cryptology,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
source coding,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
data compression,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
lossy compressions,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
compression methods,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
logic gates,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
communication systems,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
anonymous communication,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
network topology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
sociology,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
communication networks,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
anonymity,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
quantum gates,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
social sciences,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
computing resource,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
cloud computing,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
intelligent robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
anthropomorphic robots,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
humanoid robot,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
machine design,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
robot programming,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
biped locomotion,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
robot system,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
modal logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
dynamic logic,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fractional fourier transforms,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
fourier analysis,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
interference channels,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
video coding,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
wyner-ziv,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
capacity regions,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
number theory,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
eigenvalues and eigenfunctions,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
maximum degree,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
vertex set,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
graph g,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge point,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
edge detection algorithms,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
administrative data processing,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
microprocessor,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
extraction,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
relational database,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
microprocessor chips,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi diagrams,,not_technology
voronoi,,not_technology
voronoi,,not_technology
voronoi,,not_technology
voronoi,,not_technology
voronoi,,not_technology
voronoi,,not_technology
